Station,Year,Month,Day,MaxTemp,MinTemp,Rainfall,Date,Week
71075,2014,8,27,3.9,-2.3,9.6,2014-08-27,12.0
71075,2014,8,28,9.2,-7.4,0.0,2014-08-28,12.0
71075,2014,8,29,7.5,-2.8,0.0,2014-08-29,12.0
71075,2014,8,30,9.6,-4.7,0.0,2014-08-30,12.0
71075,2014,8,31,8.2,-4.8,0.0,2014-08-31,12.0
71075,2014,9,1,7.1,-1.1,0.0,2014-09-01,13.0
71075,2014,9,2,1.4,-2.3,21.0,2014-09-02,13.0
71075,2014,9,3,0.9,-6.4,10.0,2014-09-03,13.0
71075,2014,9,4,2.4,-6.1,0.0,2014-09-04,13.0
71075,2014,9,5,4.4,-2.0,1.8,2014-09-05,13.0
71075,2014,9,6,6.8,-6.1,2.4,2014-09-06,13.0
71075,2014,9,7,9.9,-6.1,0.0,2014-09-07,13.0
71075,2014,9,8,7.3,-2.0,0.0,2014-09-08,14.0
71075,2014,9,9,7.4,3.4,0.0,2014-09-09,14.0
71075,2014,9,10,4.1,1.9,48.8,2014-09-10,14.0
71075,2014,9,11,3.3,0.9,0.0,2014-09-11,14.0
71075,2014,9,12,7.5,-2.6,0.2,2014-09-12,14.0
71075,2014,9,13,10.0,-4.5,0.0,2014-09-13,14.0
71075,2014,9,14,8.6,-1.6,0.0,2014-09-14,14.0
71075,2014,9,15,7.5,-2.8,0.0,2014-09-15,15.0
71075,2014,9,16,7.2,1.9,2.2,2014-09-16,15.0
71075,2014,9,17,1.1,-0.8,11.0,2014-09-17,15.0
71075,2014,9,18,2.6,-3.8,6.0,2014-09-18,15.0
71075,2014,9,19,5.9,-5.1,0.0,2014-09-19,15.0
71075,2014,9,20,9.3,-2.1,0.0,2014-09-20,15.0
71075,2014,9,21,8.8,-2.8,0.0,2014-09-21,15.0
71075,2015,6,9,3.2,0.2,0.4,2015-06-09,1.0
71075,2015,6,10,8.4,-6.8,1.2,2015-06-10,1.0
71075,2015,6,11,13.4,-5.3,0.0,2015-06-11,1.0
71075,2015,6,12,14.3,-3.0,0.0,2015-06-12,1.0
71075,2015,6,13,13.2,-2.4,0.0,2015-06-13,1.0
71075,2015,6,14,10.5,-3.5,0.0,2015-06-14,1.0
71075,2015,6,15,6.2,-4.2,0.0,2015-06-15,1.0
71075,2015,6,16,6.5,2.3,9.8,2015-06-16,2.0
71075,2015,6,17,4.6,3.8,6.0,2015-06-17,2.0
71075,2015,6,18,2.2,0.4,53.2,2015-06-18,2.0
71075,2015,6,19,0.7,-3.5,17.8,2015-06-19,2.0
71075,2015,6,20,3.6,-9.2,0.4,2015-06-20,2.0
71075,2015,6,21,4.6,-7.0,0.0,2015-06-21,2.0
71075,2015,6,22,4.5,-2.7,0.0,2015-06-22,2.0
71075,2015,6,23,4.6,-0.7,0.0,2015-06-23,3.0
71075,2015,6,24,5.1,0.9,0.0,2015-06-24,3.0
71075,2015,6,25,8.0,-0.5,0.0,2015-06-25,3.0
71075,2015,6,26,10.4,-6.1,0.0,2015-06-26,3.0
71075,2015,6,27,12.5,-5.9,0.0,2015-06-27,3.0
71075,2015,6,28,11.4,-4.4,0.0,2015-06-28,3.0
71075,2015,6,29,11.1,-6.3,0.0,2015-06-29,3.0
71075,2015,6,30,5.8,-6.8,0.0,2015-06-30,4.0
71075,2015,7,1,6.6,-8.9,0.0,2015-07-01,4.0
71075,2015,7,2,-0.8,-4.3,0.4,2015-07-02,4.0
71075,2015,7,3,4.4,-8.9,6.4,2015-07-03,4.0
71075,2015,7,4,6.2,-6.8,0.0,2015-07-04,4.0
71075,2015,7,5,4.6,-3.7,0.0,2015-07-05,4.0
71075,2015,7,6,5.7,-7.7,0.0,2015-07-06,4.0
71075,2015,7,7,3.8,-3.1,0.0,2015-07-07,5.0
71075,2015,7,8,5.9,-8.0,0.0,2015-07-08,5.0
71075,2015,7,9,4.0,-9.1,0.0,2015-07-09,5.0
71075,2015,7,10,1.3,-1.5,8.4,2015-07-10,5.0
71075,2015,7,11,2.3,-1.3,10.4,2015-07-11,5.0
71075,2015,7,12,0.3,-4.0,22.2,2015-07-12,5.0
71075,2015,7,13,0.9,-4.5,14.4,2015-07-13,5.0
71075,2015,7,14,0.5,-3.5,7.4,2015-07-14,6.0
71075,2015,7,15,0.8,-5.6,1.0,2015-07-15,6.0
71075,2015,7,16,-0.8,-3.0,10.8,2015-07-16,6.0
71075,2015,7,17,-1.2,-5.2,13.0,2015-07-17,6.0
71075,2015,7,18,0.8,-6.1,1.2,2015-07-18,6.0
71075,2015,7,19,2.0,-10.6,0.2,2015-07-19,6.0
71075,2015,7,20,3.3,-9.4,0.0,2015-07-20,6.0
71075,2015,7,21,2.6,-6.6,0.0,2015-07-21,7.0
71075,2015,7,22,1.6,-0.2,10.4,2015-07-22,7.0
71075,2015,7,23,2.3,-1.0,14.8,2015-07-23,7.0
71075,2015,7,24,2.3,-0.8,0.2,2015-07-24,7.0
71075,2015,7,25,0.3,-2.4,38.6,2015-07-25,7.0
71075,2015,7,26,0.1,-2.2,19.4,2015-07-26,7.0
71075,2015,7,27,-0.4,-5.9,19.2,2015-07-27,7.0
71075,2015,7,28,2.2,-4.4,0.0,2015-07-28,8.0
71075,2015,7,29,4.7,-7.8,0.0,2015-07-29,8.0
71075,2015,7,30,0.8,-3.3,0.0,2015-07-30,8.0
71075,2015,7,31,2.3,-2.6,4.2,2015-07-31,8.0
71075,2015,8,1,2.5,-1.4,2.0,2015-08-01,8.0
71075,2015,8,2,1.9,-0.1,51.8,2015-08-02,8.0
71075,2015,8,3,-1.7,-3.5,32.6,2015-08-03,8.0
71075,2015,8,4,-3.0,-12.8,6.0,2015-08-04,9.0
71075,2015,8,5,-1.7,-7.0,5.8,2015-08-05,9.0
71075,2015,8,6,0.5,-5.1,9.0,2015-08-06,9.0
71075,2015,8,7,4.5,-6.5,0.0,2015-08-07,9.0
71075,2015,8,8,5.3,-6.5,0.0,2015-08-08,9.0
71075,2015,8,9,1.0,-8.3,0.0,2015-08-09,9.0
71075,2015,8,10,0.6,-3.0,0.0,2015-08-10,9.0
71075,2015,8,11,0.3,-2.4,3.4,2015-08-11,10.0
71075,2015,8,12,1.5,-2.4,0.0,2015-08-12,10.0
71075,2015,8,13,3.1,-4.6,2.2,2015-08-13,10.0
71075,2015,8,14,7.3,-2.0,0.0,2015-08-14,10.0
71075,2015,8,15,8.1,-6.6,0.0,2015-08-15,10.0
71075,2015,8,16,2.2,-1.9,0.0,2015-08-16,10.0
71075,2015,8,17,0.4,-1.7,5.2,2015-08-17,10.0
71075,2015,8,18,4.6,-7.3,10.6,2015-08-18,11.0
71075,2015,8,19,7.4,-10.0,0.0,2015-08-19,11.0
71075,2015,8,20,6.5,-5.8,0.0,2015-08-20,11.0
71075,2015,8,21,7.3,-1.8,0.0,2015-08-21,11.0
71075,2015,8,22,7.0,3.1,9.6,2015-08-22,11.0
71075,2015,8,23,5.5,1.5,1.8,2015-08-23,11.0
71075,2015,8,24,0.8,-0.1,1.2,2015-08-24,11.0
71075,2015,8,25,0.1,-2.1,54.8,2015-08-25,12.0
71075,2015,8,26,3.0,-1.8,20.0,2015-08-26,12.0
71075,2015,8,27,3.9,0.0,10.2,2015-08-27,12.0
71075,2015,8,28,4.9,-0.5,5.0,2015-08-28,12.0
71075,2015,8,29,1.2,-3.2,2.8,2015-08-29,12.0
71075,2015,8,30,4.4,-2.4,0.0,2015-08-30,12.0
71075,2015,8,31,4.2,-8.0,0.0,2015-08-31,12.0
71075,2015,9,1,6.2,-4.2,0.0,2015-09-01,13.0
71075,2015,9,2,8.5,-5.2,0.0,2015-09-02,13.0
71075,2015,9,3,3.3,-0.9,19.8,2015-09-03,13.0
71075,2015,9,4,4.4,-3.4,9.2,2015-09-04,13.0
71075,2015,9,5,7.2,-4.2,0.0,2015-09-05,13.0
71075,2015,9,6,5.3,-6.2,0.0,2015-09-06,13.0
71075,2015,9,7,-0.5,-1.3,6.6,2015-09-07,13.0
71075,2015,9,8,4.5,-3.5,5.2,2015-09-08,14.0
71075,2015,9,9,6.7,-1.5,0.6,2015-09-09,14.0
71075,2015,9,10,7.5,-3.5,0.0,2015-09-10,14.0
71075,2015,9,11,7.9,-3.4,0.0,2015-09-11,14.0
71075,2015,9,12,10.1,2.4,0.0,2015-09-12,14.0
71075,2015,9,13,13.2,-1.2,0.0,2015-09-13,14.0
71075,2015,9,14,9.2,0.8,0.0,2015-09-14,14.0
71075,2015,9,15,4.7,4.3,9.2,2015-09-15,15.0
71075,2015,9,16,5.3,-2.8,1.4,2015-09-16,15.0
71075,2015,9,17,7.8,-2.6,0.0,2015-09-17,15.0
71075,2015,9,18,5.8,-7.1,0.0,2015-09-18,15.0
71075,2015,9,19,9.2,-3.7,0.0,2015-09-19,15.0
71075,2015,9,20,8.0,-2.7,0.0,2015-09-20,15.0
71075,2015,9,21,6.7,2.7,0.0,2015-09-21,15.0
71075,2016,6,9,2.3,1.2,48.8,2016-06-09,1.0
71075,2016,6,10,2.2,1.0,41.2,2016-06-10,1.0
71075,2016,6,11,0.7,-1.1,4.0,2016-06-11,1.0
71075,2016,6,12,5.7,-8.4,3.2,2016-06-12,1.0
71075,2016,6,13,8.9,-5.7,0.0,2016-06-13,1.0
71075,2016,6,14,9.8,-1.2,0.0,2016-06-14,1.0
71075,2016,6,15,10.3,-5.6,0.0,2016-06-15,1.0
71075,2016,6,16,6.4,1.7,0.0,2016-06-16,2.0
71075,2016,6,17,4.3,2.2,4.4,2016-06-17,2.0
71075,2016,6,18,5.5,0.7,16.0,2016-06-18,2.0
71075,2016,6,19,4.7,2.0,0.6,2016-06-19,2.0
71075,2016,6,20,6.7,2.2,54.0,2016-06-20,2.0
71075,2016,6,21,0.6,-0.3,9.0,2016-06-21,2.0
71075,2016,6,22,0.8,-1.7,43.4,2016-06-22,2.0
71075,2016,6,23,0.8,-1.6,8.2,2016-06-23,3.0
71075,2016,6,24,-2.4,-3.2,38.6,2016-06-24,3.0
71075,2016,6,25,-2.1,-6.8,13.0,2016-06-25,3.0
71075,2016,6,26,0.9,-8.4,0.0,2016-06-26,3.0
71075,2016,6,27,2.8,-6.8,1.6,2016-06-27,3.0
71075,2016,6,28,4.5,-5.2,0.0,2016-06-28,3.0
71075,2016,6,29,4.7,-7.2,0.0,2016-06-29,3.0
71075,2016,6,30,-0.3,-2.6,0.0,2016-06-30,4.0
71075,2016,7,1,1.3,-4.3,14.4,2016-07-01,4.0
71075,2016,7,2,6.1,-2.8,0.4,2016-07-02,4.0
71075,2016,7,3,7.6,-2.3,0.0,2016-07-03,4.0
71075,2016,7,4,7.4,-1.7,0.0,2016-07-04,4.0
71075,2016,7,5,1.8,-2.2,0.0,2016-07-05,4.0
71075,2016,7,6,4.0,-1.2,19.8,2016-07-06,4.0
71075,2016,7,7,2.3,0.6,27.4,2016-07-07,5.0
71075,2016,7,8,3.5,-1.6,2.4,2016-07-08,5.0
71075,2016,7,9,5.2,-0.9,4.6,2016-07-09,5.0
71075,2016,7,10,2.4,-0.1,0.0,2016-07-10,5.0
71075,2016,7,11,2.6,0.2,32.0,2016-07-11,5.0
71075,2016,7,12,-0.1,-0.8,21.4,2016-07-12,5.0
71075,2016,7,13,-3.9,-7.2,21.6,2016-07-13,5.0
71075,2016,7,14,,-7.0,4.2,2016-07-14,6.0
71075,2016,7,15,,-4.4,,2016-07-15,6.0
71075,2016,7,16,10.3,-3.9,,2016-07-16,6.0
71075,2016,7,17,8.3,-3.5,0.0,2016-07-17,6.0
71075,2016,7,18,7.7,1.4,0.0,2016-07-18,6.0
71075,2016,7,19,7.9,2.8,21.6,2016-07-19,6.0
71075,2016,7,20,7.2,1.0,0.0,2016-07-20,6.0
71075,2016,7,21,7.6,-0.1,0.0,2016-07-21,7.0
71075,2016,7,22,8.1,3.3,30.4,2016-07-22,7.0
71075,2016,7,23,-1.8,-2.9,148.0,2016-07-23,7.0
71075,2016,7,24,-2.3,-5.7,7.6,2016-07-24,7.0
71075,2016,7,25,-1.1,-5.1,16.6,2016-07-25,7.0
71075,2016,7,26,-0.9,-5.0,27.0,2016-07-26,7.0
71075,2016,7,27,1.1,-4.5,14.2,2016-07-27,7.0
71075,2016,7,28,4.8,-4.0,5.8,2016-07-28,8.0
71075,2016,7,29,1.4,-3.0,0.0,2016-07-29,8.0
71075,2016,7,30,4.4,-5.2,0.0,2016-07-30,8.0
71075,2016,7,31,2.6,-0.5,1.0,2016-07-31,8.0
71075,2016,8,1,1.4,0.7,2.8,2016-08-01,8.0
71075,2016,8,2,-0.6,-3.9,20.6,2016-08-02,8.0
71075,2016,8,3,0.9,-5.4,0.0,2016-08-03,8.0
71075,2016,8,4,-0.2,-3.2,3.2,2016-08-04,9.0
71075,2016,8,5,3.3,-8.6,0.4,2016-08-05,9.0
71075,2016,8,6,2.6,-6.9,0.0,2016-08-06,9.0
71075,2016,8,7,3.1,-6.5,0.0,2016-08-07,9.0
71075,2016,8,8,5.2,-6.6,0.0,2016-08-08,9.0
71075,2016,8,9,7.1,-0.5,0.0,2016-08-09,9.0
71075,2016,8,10,1.6,0.1,27.6,2016-08-10,9.0
71075,2016,8,11,3.0,-3.1,2.6,2016-08-11,10.0
71075,2016,8,12,1.7,-7.4,0.0,2016-08-12,10.0
71075,2016,8,13,2.4,-3.7,0.4,2016-08-13,10.0
71075,2016,8,14,7.7,-4.0,0.0,2016-08-14,10.0
71075,2016,8,15,9.6,-2.9,0.0,2016-08-15,10.0
71075,2016,8,16,4.5,0.7,0.0,2016-08-16,10.0
71075,2016,8,17,4.5,1.4,4.4,2016-08-17,10.0
71075,2016,8,18,5.6,1.4,5.8,2016-08-18,11.0
71075,2016,8,19,6.7,2.6,0.0,2016-08-19,11.0
71075,2016,8,20,-0.2,-4.2,25.0,2016-08-20,11.0
71075,2016,8,21,0.8,-3.6,12.8,2016-08-21,11.0
71075,2016,8,22,1.7,-0.9,6.2,2016-08-22,11.0
71075,2016,8,23,4.4,-2.9,2.0,2016-08-23,11.0
71075,2016,8,24,2.0,-6.8,0.0,2016-08-24,11.0
71075,2016,8,25,0.2,-8.3,1.2,2016-08-25,12.0
71075,2016,8,26,2.0,-6.5,4.6,2016-08-26,12.0
71075,2016,8,27,2.6,-8.0,0.0,2016-08-27,12.0
71075,2016,8,28,3.3,-3.2,0.0,2016-08-28,12.0
71075,2016,8,29,8.6,-5.3,0.0,2016-08-29,12.0
71075,2016,8,30,8.6,-1.0,0.0,2016-08-30,12.0
71075,2016,8,31,5.8,4.3,45.4,2016-08-31,12.0
71075,2016,9,1,5.4,1.1,15.4,2016-09-01,13.0
71075,2016,9,2,3.6,-2.8,0.2,2016-09-02,13.0
71075,2016,9,3,3.3,-0.1,51.4,2016-09-03,13.0
71075,2016,9,4,10.2,-1.2,13.6,2016-09-04,13.0
71075,2016,9,5,12.9,-2.0,0.0,2016-09-05,13.0
71075,2016,9,6,11.0,1.9,0.0,2016-09-06,13.0
71075,2016,9,7,12.4,-0.4,0.0,2016-09-07,13.0
71075,2016,9,8,8.7,3.8,0.0,2016-09-08,14.0
71075,2016,9,9,7.1,4.3,0.0,2016-09-09,14.0
71075,2016,9,10,5.5,2.3,29.2,2016-09-10,14.0
71075,2016,9,11,7.4,-1.4,22.2,2016-09-11,14.0
71075,2016,9,12,8.8,-3.5,0.0,2016-09-12,14.0
71075,2016,9,13,9.5,-2.4,0.0,2016-09-13,14.0
71075,2016,9,14,7.4,2.4,2.6,2016-09-14,14.0
71075,2016,9,15,1.2,-2.0,52.4,2016-09-15,15.0
71075,2016,9,16,2.3,-0.9,22.4,2016-09-16,15.0
71075,2016,9,17,5.3,-1.5,0.2,2016-09-17,15.0
71075,2016,9,18,3.0,1.6,0.0,2016-09-18,15.0
71075,2016,9,19,4.9,-2.2,15.0,2016-09-19,15.0
71075,2016,9,20,7.3,-4.2,0.0,2016-09-20,15.0
71075,2016,9,21,8.8,1.7,6.2,2016-09-21,15.0
71075,2017,6,9,3.3,-3.6,0.8,2017-06-09,1.0
71075,2017,6,10,10.4,-3.6,0.0,2017-06-10,1.0
71075,2017,6,11,8.8,-3.6,0.0,2017-06-11,1.0
71075,2017,6,12,7.6,0.2,0.0,2017-06-12,1.0
71075,2017,6,13,13.5,-3.8,0.0,2017-06-13,1.0
71075,2017,6,14,12.2,-2.8,0.0,2017-06-14,1.0
71075,2017,6,15,10.2,-0.8,0.0,2017-06-15,1.0
71075,2017,6,16,9.6,-4.5,0.0,2017-06-16,2.0
71075,2017,6,17,8.1,-2.1,0.0,2017-06-17,2.0
71075,2017,6,18,11.0,-4.6,0.0,2017-06-18,2.0
71075,2017,6,19,13.9,-5.2,0.0,2017-06-19,2.0
71075,2017,6,20,10.4,-3.8,0.0,2017-06-20,2.0
71075,2017,6,21,10.4,-4.5,0.0,2017-06-21,2.0
71075,2017,6,22,5.8,-4.9,0.0,2017-06-22,2.0
71075,2017,6,23,3.3,-4.3,0.0,2017-06-23,3.0
71075,2017,6,24,1.3,-2.0,0.2,2017-06-24,3.0
71075,2017,6,25,0.0,-5.3,0.0,2017-06-25,3.0
71075,2017,6,26,2.8,-2.9,1.2,2017-06-26,3.0
71075,2017,6,27,7.5,-9.6,0.2,2017-06-27,3.0
71075,2017,6,28,3.9,-2.0,0.0,2017-06-28,3.0
71075,2017,6,29,1.2,-8.2,0.0,2017-06-29,3.0
71075,2017,6,30,1.4,-7.0,0.2,2017-06-30,4.0
71075,2017,7,1,5.7,-9.6,1.0,2017-07-01,4.0
71075,2017,7,2,7.9,-7.5,0.2,2017-07-02,4.0
71075,2017,7,3,3.1,-5.0,0.2,2017-07-03,4.0
71075,2017,7,4,1.5,-1.4,17.2,2017-07-04,4.0
71075,2017,7,5,0.8,-0.4,25.8,2017-07-05,4.0
71075,2017,7,6,-0.7,-3.5,5.0,2017-07-06,4.0
71075,2017,7,7,-1.2,-3.8,2.6,2017-07-07,5.0
71075,2017,7,8,0.2,-3.3,0.0,2017-07-08,5.0
71075,2017,7,9,-0.9,-3.9,0.2,2017-07-09,5.0
71075,2017,7,10,-0.5,-3.3,0.0,2017-07-10,5.0
71075,2017,7,11,2.5,-3.4,0.0,2017-07-11,5.0
71075,2017,7,12,3.9,-11.6,1.0,2017-07-12,5.0
71075,2017,7,13,1.3,-10.2,2.0,2017-07-13,5.0
71075,2017,7,14,1.4,-1.4,0.8,2017-07-14,6.0
71075,2017,7,15,-0.9,-2.6,3.8,2017-07-15,6.0
71075,2017,7,16,6.5,-12.1,2.2,2017-07-16,6.0
71075,2017,7,17,2.8,-6.2,3.0,2017-07-17,6.0
71075,2017,7,18,0.6,-0.9,10.0,2017-07-18,6.0
71075,2017,7,19,1.6,-2.7,4.8,2017-07-19,6.0
71075,2017,7,20,-1.5,-3.8,11.0,2017-07-20,6.0
71075,2017,7,21,3.3,-6.6,0.0,2017-07-21,7.0
71075,2017,7,22,3.2,-7.8,3.6,2017-07-22,7.0
71075,2017,7,23,0.7,-2.5,0.0,2017-07-23,7.0
71075,2017,7,24,0.7,-1.3,0.0,2017-07-24,7.0
71075,2017,7,25,2.7,-1.5,6.6,2017-07-25,7.0
71075,2017,7,26,0.5,-0.7,19.6,2017-07-26,7.0
71075,2017,7,27,3.3,-9.2,10.2,2017-07-27,7.0
71075,2017,7,28,3.9,-1.8,12.6,2017-07-28,8.0
71075,2017,7,29,7.1,-2.1,0.0,2017-07-29,8.0
71075,2017,7,30,2.7,2.5,0.6,2017-07-30,8.0
71075,2017,7,31,2.0,-0.1,0.0,2017-07-31,8.0
71075,2017,8,1,4.6,-4.9,9.2,2017-08-01,8.0
71075,2017,8,2,6.0,-9.5,1.0,2017-08-02,8.0
71075,2017,8,3,0.6,-9.0,0.0,2017-08-03,8.0
71075,2017,8,4,0.0,-1.4,5.2,2017-08-04,9.0
71075,2017,8,5,-1.0,-3.4,21.2,2017-08-05,9.0
71075,2017,8,6,-0.2,-2.9,4.6,2017-08-06,9.0
71075,2017,8,7,-1.2,-3.6,48.0,2017-08-07,9.0
71075,2017,8,8,2.0,-4.2,12.0,2017-08-08,9.0
71075,2017,8,9,6.4,-2.7,0.2,2017-08-09,9.0
71075,2017,8,10,6.3,-1.0,,2017-08-10,9.0
71075,2017,8,11,1.7,0.3,0.0,2017-08-11,10.0
71075,2017,8,12,1.2,-1.5,2.0,2017-08-12,10.0
71075,2017,8,13,3.9,-0.8,3.6,2017-08-13,10.0
71075,2017,8,14,5.0,0.3,0.0,2017-08-14,10.0
71075,2017,8,15,5.8,2.2,3.2,2017-08-15,10.0
71075,2017,8,16,0.5,-0.5,145.6,2017-08-16,10.0
71075,2017,8,17,-0.1,-0.9,52.0,2017-08-17,10.0
71075,2017,8,18,-2.6,-4.3,40.0,2017-08-18,11.0
71075,2017,8,19,-2.1,-7.0,2.2,2017-08-19,11.0
71075,2017,8,20,1.2,-8.3,0.2,2017-08-20,11.0
71075,2017,8,21,1.8,-6.3,0.0,2017-08-21,11.0
71075,2017,8,22,4.2,-4.8,0.0,2017-08-22,11.0
71075,2017,8,23,0.7,-1.4,0.0,2017-08-23,11.0
71075,2017,8,24,2.3,-2.4,1.2,2017-08-24,11.0
71075,2017,8,25,5.7,-10.2,0.0,2017-08-25,12.0
71075,2017,8,26,4.6,-8.3,0.0,2017-08-26,12.0
71075,2017,8,27,-1.8,-3.6,4.0,2017-08-27,12.0
71075,2017,8,28,2.4,-7.1,3.4,2017-08-28,12.0
71075,2017,8,29,1.5,-10.3,0.0,2017-08-29,12.0
71075,2017,8,30,2.9,-9.9,0.0,2017-08-30,12.0
71075,2017,8,31,2.9,-7.8,0.0,2017-08-31,12.0
71075,2017,9,1,6.4,-9.5,0.0,2017-09-01,13.0
71075,2017,9,2,8.1,-2.5,0.0,2017-09-02,13.0
71075,2017,9,3,9.5,2.2,0.0,2017-09-03,13.0
71075,2017,9,4,-1.4,-2.2,11.6,2017-09-04,13.0
71075,2017,9,5,-1.8,-6.0,16.4,2017-09-05,13.0
71075,2017,9,6,0.0,-5.9,23.6,2017-09-06,13.0
71075,2017,9,7,-0.3,-4.0,2.8,2017-09-07,13.0
71075,2017,9,8,0.2,-1.9,13.0,2017-09-08,14.0
71075,2017,9,9,4.0,-4.1,1.6,2017-09-09,14.0
71075,2017,9,10,7.3,-3.3,0.0,2017-09-10,14.0
71075,2017,9,11,6.6,-1.5,0.0,2017-09-11,14.0
