,Year,Week,Resort,Visitors,MaxTemp,MinTemp,Rainfall,Total Snowfall,Snowfall Days,Average Base Depth,Max Base Depth,Biggest Snowfall
74,2018,15,Mt. Baw Baw,4064,3.4285714285714284,-2.0571428571428574,36.0,13.0,4.0,14.0,26.0,8.0
75,2019,1,Mt. Baw Baw,6393,6.466666666666666,1.6666666666666667,15.2,21.0,13.0,20.0,39.0,7.0
76,2019,2,Mt. Baw Baw,4311,1.1666666666666667,-1.9142857142857144,44.8,21.0,13.0,20.0,39.0,7.0
77,2019,3,Mt. Baw Baw,5341,6.042857142857143,0.5142857142857142,0.2,21.0,13.0,20.0,39.0,7.0
78,2019,4,Mt. Baw Baw,6645,4.083333333333333,-0.8142857142857143,14.4,21.0,13.0,20.0,39.0,7.0
79,2019,5,Mt. Baw Baw,10595,2.033333333333333,-1.0857142857142856,42.0,21.0,13.0,20.0,39.0,7.0
80,2019,6,Mt. Baw Baw,9056,1.9333333333333331,-2.233333333333333,99.2,21.0,13.0,20.0,39.0,7.0
81,2019,7,Mt. Baw Baw,9515,3.1714285714285717,-0.9833333333333334,12.0,21.0,13.0,20.0,39.0,7.0
82,2019,8,Mt. Baw Baw,10134,3.685714285714286,-1.7285714285714284,11.8,21.0,13.0,20.0,39.0,7.0
83,2019,9,Mt. Baw Baw,10039,0.7285714285714285,-2.6142857142857143,71.2,21.0,13.0,20.0,39.0,7.0
84,2019,10,Mt. Baw Baw,4004,1.7714285714285716,-2.642857142857143,127.8,21.0,13.0,20.0,39.0,7.0
85,2019,11,Mt. Baw Baw,12128,3.7857142857142856,-2.6142857142857143,55.8,21.0,13.0,20.0,39.0,7.0
86,2019,12,Mt. Baw Baw,10255,3.400000000000001,-2.642857142857143,43.4,21.0,13.0,20.0,39.0,7.0
87,2019,13,Mt. Baw Baw,8502,5.6000000000000005,0.5,44.8,21.0,13.0,20.0,39.0,7.0
88,2019,14,Mt. Baw Baw,6878,5.133333333333334,-1.757142857142857,101.6,21.0,13.0,20.0,39.0,7.0
89,2019,15,Mt. Baw Baw,6089,7.314285714285715,0.6285714285714287,47.400000000000006,21.0,13.0,20.0,39.0,7.0
90,2020,1,Mt. Baw Baw,1074,5.357142857142857,0.1399999999999999,20.4,13.0,2.0,,0.0,8.0
91,2020,2,Mt. Baw Baw,544,3.6142857142857134,0.2142857142857143,20.2,13.0,2.0,,0.0,8.0
92,2020,3,Mt. Baw Baw,603,3.271428571428572,-1.4285714285714286,55.0,13.0,2.0,,0.0,8.0
93,2020,4,Mt. Baw Baw,2168,2.3000000000000003,-1.4166666666666667,61.4,13.0,2.0,,0.0,8.0
94,2020,5,Mt. Baw Baw,4055,3.4199999999999995,-1.8503717077085938e-17,75.8,13.0,2.0,,0.0,8.0
95,2020,6,Mt. Baw Baw,2945,3.685714285714286,-0.8500000000000001,26.6,13.0,2.0,,0.0,8.0
96,2020,7,Mt. Baw Baw,1149,3.5142857142857147,-1.3333333333333333,23.8,13.0,2.0,,0.0,8.0
97,2020,8,Mt. Baw Baw,941,5.933333333333334,-0.1999999999999999,67.8,13.0,2.0,,0.0,8.0
98,2020,9,Mt. Baw Baw,834,-0.32,-3.8,42.0,13.0,2.0,,0.0,8.0
99,2020,10,Mt. Baw Baw,0,4.714285714285714,0.6833333333333332,88.8,13.0,2.0,,0.0,8.0
100,2020,11,Mt. Baw Baw,0,-0.2166666666666666,-2.8428571428571425,113.2,13.0,2.0,,0.0,8.0
101,2020,12,Mt. Baw Baw,0,3.2833333333333337,-1.5714285714285714,28.8,13.0,2.0,,0.0,8.0
102,2020,13,Mt. Baw Baw,0,8.299999999999999,-0.1166666666666667,6.0,13.0,2.0,,0.0,8.0
103,2020,14,Mt. Baw Baw,0,9.175,2.171428571428572,4.0,13.0,2.0,,0.0,8.0
104,2020,15,Mt. Baw Baw,0,10.557142857142855,2.78,0.2,13.0,2.0,,0.0,8.0
105,2021,1,Mt. Baw Baw,334,4.64,-0.575,349.6,41.0,15.0,16.0,22.0,14.0
106,2021,2,Mt. Baw Baw,941,2.7,-0.4714285714285715,27.0,41.0,15.0,16.0,22.0,14.0
107,2021,3,Mt. Baw Baw,2614,4.257142857142857,-0.0428571428571428,28.8,41.0,15.0,16.0,22.0,14.0
108,2021,4,Mt. Baw Baw,8833,1.657142857142857,-1.4285714285714286,21.6,41.0,15.0,16.0,22.0,14.0
109,2021,5,Mt. Baw Baw,11910,3.466666666666667,-1.3,1.4,41.0,15.0,16.0,22.0,14.0
110,2021,6,Mt. Baw Baw,2430,1.0142857142857142,-1.6428571428571428,57.6,41.0,15.0,16.0,22.0,14.0
111,2021,7,Mt. Baw Baw,3,0.85,-3.185714285714286,45.4,41.0,15.0,16.0,22.0,14.0
112,2021,8,Mt. Baw Baw,3274,1.957142857142857,-1.7857142857142858,33.2,41.0,15.0,16.0,22.0,14.0
113,2021,9,Mt. Baw Baw,1757,2.628571428571429,-1.0714285714285714,38.8,41.0,15.0,16.0,22.0,14.0
114,2021,10,Mt. Baw Baw,2392,3.371428571428571,-0.7285714285714285,33.0,41.0,15.0,16.0,22.0,14.0
115,2021,11,Mt. Baw Baw,1948,4.628571428571428,0.0714285714285714,59.2,41.0,15.0,16.0,22.0,14.0
116,2021,12,Mt. Baw Baw,0,2.685714285714285,-1.6285714285714286,45.2,41.0,15.0,16.0,22.0,14.0
117,2021,13,Mt. Baw Baw,0,7.028571428571429,2.3285714285714287,116.0,41.0,15.0,16.0,22.0,14.0
118,2021,14,Mt. Baw Baw,176,6.428571428571429,-1.3285714285714287,13.2,41.0,15.0,16.0,22.0,14.0
119,2021,15,Mt. Baw Baw,475,4.114285714285715,-1.6857142857142855,83.8,41.0,15.0,16.0,22.0,14.0
120,2022,1,Mt. Baw Baw,8513,1.1428571428571428,-1.7142857142857142,41.6,37.0,17.0,9.0,19.0,5.0
121,2022,2,Mt. Baw Baw,6516,3.3714285714285714,0.3,40.2,37.0,17.0,9.0,19.0,5.0
122,2022,3,Mt. Baw Baw,5609,2.7,-1.0571428571428572,37.6,37.0,17.0,9.0,19.0,5.0
123,2022,4,Mt. Baw Baw,10614,4.6571428571428575,-1.6285714285714286,0.0,37.0,17.0,9.0,19.0,5.0
124,2022,5,Mt. Baw Baw,11092,0.5714285714285714,-1.342857142857143,47.8,37.0,17.0,9.0,19.0,5.0
125,2022,6,Mt. Baw Baw,9082,0.7571428571428572,-3.571428571428572,66.2,37.0,17.0,9.0,19.0,5.0
126,2022,7,Mt. Baw Baw,8570,4.957142857142857,-0.1999999999999999,27.6,37.0,17.0,9.0,19.0,5.0
127,2022,8,Mt. Baw Baw,7825,2.142857142857143,-2.557142857142857,52.8,37.0,17.0,9.0,19.0,5.0
128,2022,9,Mt. Baw Baw,7810,2.4142857142857146,-1.0714285714285714,29.6,37.0,17.0,9.0,19.0,5.0
129,2022,10,Mt. Baw Baw,6587,3.4,-0.7428571428571429,73.6,37.0,17.0,9.0,19.0,5.0
130,2022,11,Mt. Baw Baw,7939,1.6285714285714286,-2.6142857142857143,108.2,37.0,17.0,9.0,19.0,5.0
131,2022,12,Mt. Baw Baw,6782,6.642857142857143,0.1857142857142857,71.0,37.0,17.0,9.0,19.0,5.0
132,2022,13,Mt. Baw Baw,4750,4.5285714285714285,-2.2285714285714286,27.6,37.0,17.0,9.0,19.0,5.0
133,2022,14,Mt. Baw Baw,3009,2.557142857142857,-0.7571428571428571,70.6,37.0,17.0,9.0,19.0,5.0
134,2022,15,Mt. Baw Baw,2262,5.471428571428571,0.0,49.0,37.0,17.0,9.0,19.0,5.0
135,2023,1,Mt. Baw Baw,1218,2.4714285714285715,-1.1285714285714286,32.4,37.0,15.0,,0.0,10.0
136,2023,2,Mt. Baw Baw,2458,1.157142857142857,-2.2857142857142856,53.6,37.0,15.0,,0.0,10.0
137,2023,3,Mt. Baw Baw,7129,0.6285714285714287,-1.6428571428571428,43.6,37.0,15.0,,0.0,10.0
138,2023,4,Mt. Baw Baw,17116,3.7285714285714286,-0.1571428571428571,26.6,37.0,15.0,,0.0,10.0
139,2023,5,Mt. Baw Baw,14690,3.1,-0.6285714285714287,22.4,37.0,15.0,,0.0,10.0
140,2023,6,Mt. Baw Baw,9419,4.557142857142858,-0.7714285714285715,12.0,37.0,15.0,,0.0,10.0
141,2023,7,Mt. Baw Baw,10343,5.014285714285714,-0.1285714285714286,19.6,37.0,15.0,,0.0,10.0
142,2023,8,Mt. Baw Baw,10041,5.8,1.0571428571428572,10.0,37.0,15.0,,0.0,10.0
143,2023,9,Mt. Baw Baw,7015,5.257142857142857,0.1428571428571428,11.8,37.0,15.0,,0.0,10.0
144,2023,10,Mt. Baw Baw,7481,1.9142857142857144,-1.9285714285714288,19.8,37.0,15.0,,0.0,10.0
145,2023,11,Mt. Baw Baw,4999,5.442857142857143,-0.5714285714285714,48.0,37.0,15.0,,0.0,10.0
146,2023,12,Mt. Baw Baw,3680,7.042857142857143,2.085714285714286,43.400000000000006,37.0,15.0,,0.0,10.0
147,2023,13,Mt. Baw Baw,1265,8.657142857142857,-0.2142857142857143,39.2,37.0,15.0,,0.0,10.0
148,2023,14,Mt. Baw Baw,0,6.542857142857143,0.3857142857142857,32.4,37.0,15.0,,0.0,10.0
149,2023,15,Mt. Baw Baw,0,10.828571428571427,5.385714285714286,29.0,37.0,15.0,,0.0,10.0
150,2024,1,Mt. Baw Baw,1558,1.8142857142857145,-1.5,73.60000000000001,28.0,13.0,,0.0,8.0
151,2024,2,Mt. Baw Baw,1546,1.7714285714285711,-2.757142857142857,17.200000000000003,28.0,13.0,,0.0,8.0
152,2024,3,Mt. Baw Baw,1695,3.057142857142857,-1.0,10.0,28.0,13.0,,0.0,8.0
153,2024,4,Mt. Baw Baw,4457,3.157142857142857,-2.0,45.0,28.0,13.0,,0.0,8.0
154,2024,5,Mt. Baw Baw,11079,4.057142857142857,0.7571428571428571,102.8,28.0,13.0,,0.0,8.0
155,2024,6,Mt. Baw Baw,9830,0.4428571428571428,-2.685714285714286,216.4,28.0,13.0,,0.0,8.0
156,2024,7,Mt. Baw Baw,9456,3.314285714285714,-0.5142857142857143,38.8,28.0,13.0,,0.0,8.0
157,2024,8,Mt. Baw Baw,8513,4.257142857142857,-2.0571428571428574,54.6,28.0,13.0,,0.0,8.0
158,2024,9,Mt. Baw Baw,9635,3.942857142857143,-0.5571428571428572,1.0,28.0,13.0,,0.0,8.0
159,2024,10,Mt. Baw Baw,8121,8.885714285714286,3.185714285714286,4.4,28.0,13.0,,0.0,8.0
160,2024,11,Mt. Baw Baw,5977,6.1571428571428575,1.65,26.2,28.0,13.0,,0.0,8.0
161,2024,12,Mt. Baw Baw,3597,5.428571428571429,0.9285714285714286,23.6,28.0,13.0,,0.0,8.0
162,2024,13,Mt. Baw Baw,1500,7.142857142857143,-0.0999999999999999,50.6,28.0,13.0,,0.0,8.0
163,2024,14,Mt. Baw Baw,0,5.628571428571428,-0.1166666666666665,45.8,28.0,13.0,,0.0,8.0
164,2024,15,Mt. Baw Baw,0,2.085714285714286,-2.0285714285714285,92.6,28.0,13.0,,0.0,8.0
165,2014,1,Mt. Stirling,60,4.271428571428571,-0.0142857142857142,14.2,,,,,
166,2014,2,Mt. Stirling,42,5.257142857142857,-0.3428571428571428,47.6,,,,,
167,2014,3,Mt. Stirling,30,0.3857142857142857,-2.5142857142857147,133.6,,,,,
168,2014,4,Mt. Stirling,165,0.9571428571428572,-1.8571428571428568,80.0,,,,,
169,2014,5,Mt. Stirling,645,-0.2857142857142857,-3.4,71.4,,,,,
170,2014,6,Mt. Stirling,1316,-1.0,-3.585714285714286,37.2,,,,,
171,2014,7,Mt. Stirling,684,2.3714285714285714,-1.5142857142857142,26.4,,,,,
172,2014,8,Mt. Stirling,1250,0.4428571428571428,-2.985714285714286,101.0,,,,,
173,2014,9,Mt. Stirling,1280,1.157142857142857,-3.5142857142857147,6.6000000000000005,,,,,
174,2014,10,Mt. Stirling,1653,3.7142857142857135,-3.871428571428571,5.0,,,,,
175,2014,11,Mt. Stirling,902,4.314285714285715,-0.3285714285714285,0.4,,,,,
176,2014,12,Mt. Stirling,847,7.0857142857142845,1.1714285714285713,0.6000000000000001,,,,,
177,2014,13,Mt. Stirling,522,4.414285714285714,-1.7,29.8,,,,,
178,2014,14,Mt. Stirling,267,5.271428571428571,0.2714285714285714,33.6,,,,,
179,2014,15,Mt. Stirling,66,4.842857142857143,-1.5142857142857142,20.8,,,,,
180,2015,1,Mt. Stirling,39,6.5,0.1857142857142857,17.8,,,,,
181,2015,2,Mt. Stirling,63,2.8000000000000003,-1.9285714285714288,8.0,,,,,
182,2015,3,Mt. Stirling,51,6.414285714285714,-0.5571428571428572,0.6,,,,,
183,2015,4,Mt. Stirling,27,-0.0857142857142857,-3.8857142857142857,11.8,,,,,
184,2015,5,Mt. Stirling,69,0.6285714285714287,-3.0142857142857147,45.8,,,,,
185,2015,6,Mt. Stirling,240,-1.1428571428571428,-5.2,25.8,,,,,
186,2015,7,Mt. Stirling,714,0.2285714285714285,-2.4714285714285715,56.8,,,,,
187,2015,8,Mt. Stirling,558,-0.0142857142857142,-4.328571428571428,68.0,,,,,
188,2015,9,Mt. Stirling,1218,-0.6285714285714284,-4.628571428571428,25.6,,,,,
189,2015,10,Mt. Stirling,1371,0.2571428571428572,-2.2285714285714286,28.6,,,,,
190,2015,11,Mt. Stirling,1146,3.142857142857143,-1.8571428571428568,2.8000000000000003,,,,,
191,2015,12,Mt. Stirling,744,2.128571428571429,-2.8285714285714287,24.6,,,,,
192,2015,13,Mt. Stirling,618,3.4857142857142853,-1.3142857142857145,12.6,,,,,
193,2015,14,Mt. Stirling,429,7.185714285714285,0.2571428571428572,14.0,,,,,
194,2015,15,Mt. Stirling,249,6.514285714285714,-0.2857142857142857,12.4,,,,,
195,2016,1,Mt. Stirling,39,5.4,-0.8571428571428571,93.0,,,,,
196,2016,2,Mt. Stirling,36,3.414285714285714,0.2999999999999999,99.8,,,,,
197,2016,3,Mt. Stirling,186,-1.0714285714285714,-4.242857142857143,55.6,,,,,
198,2016,4,Mt. Stirling,480,0.0,-2.0142857142857142,39.8,,,,,
199,2016,5,Mt. Stirling,711,0.6571428571428571,-1.1142857142857143,40.0,,,,,
200,2016,6,Mt. Stirling,840,5.2,-1.1857142857142855,27.2,,,,,
201,2016,7,Mt. Stirling,694,0.9285714285714286,-2.8428571428571425,123.6,,,,,
202,2016,8,Mt. Stirling,1326,0.3285714285714285,-2.2285714285714286,92.4,,,,,
203,2016,9,Mt. Stirling,1122,1.5571428571428572,-2.9285714285714284,20.8,,,,,
204,2016,10,Mt. Stirling,1149,2.4714285714285715,-1.8571428571428568,28.4,,,,,
205,2016,11,Mt. Stirling,708,1.7285714285714284,-1.8857142857142857,133.79999999999998,,,,,
206,2016,12,Mt. Stirling,735,1.8857142857142857,-2.6714285714285717,35.0,,,,,
207,2016,13,Mt. Stirling,198,6.514285714285714,1.0,15.8,,,,,
208,2016,14,Mt. Stirling,102,4.642857142857143,1.1142857142857143,78.6,,,,,
209,2016,15,Mt. Stirling,87,3.0,-2.071428571428572,49.4,,,,,
210,2017,1,Mt. Stirling,96,7.014285714285714,0.4285714285714285,0.0,,,,,
211,2017,2,Mt. Stirling,33,6.342857142857143,0.7,0.0,,,,,
212,2017,3,Mt. Stirling,72,-0.5285714285714286,-3.242857142857143,10.4,,,,,
213,2017,4,Mt. Stirling,132,1.2285714285714289,-2.9857142857142853,79.2,,,,,
214,2017,5,Mt. Stirling,162,-0.4714285714285714,-3.1142857142857143,48.2,,,,,
215,2017,6,Mt. Stirling,387,-0.8142857142857143,-3.9,58.2,,,,,
216,2017,7,Mt. Stirling,962,0.7571428571428571,-3.142857142857143,45.4,,,,,
217,2017,8,Mt. Stirling,702,2.5285714285714285,-2.042857142857143,16.8,,,,,
218,2017,9,Mt. Stirling,1176,0.5428571428571428,-2.4857142857142853,92.6,,,,,
219,2017,10,Mt. Stirling,1317,2.142857142857143,-0.6,156.6,,,,,
220,2017,11,Mt. Stirling,1452,-0.9714285714285714,-4.628571428571428,58.0,,,,,
221,2017,12,Mt. Stirling,936,0.6428571428571429,-5.6000000000000005,27.4,,,,,
222,2017,13,Mt. Stirling,897,1.3571428571428572,-3.014285714285714,64.8,,,,,
223,2017,14,Mt. Stirling,1023,2.128571428571429,-2.628571428571429,48.400000000000006,,,,,
224,2017,15,Mt. Stirling,408,4.828571428571428,-2.814285714285714,69.6,,,,,
225,2018,1,Mt. Stirling,192,2.057142857142857,-1.1714285714285713,128.4,,,,,
226,2018,2,Mt. Stirling,180,-0.1285714285714286,-3.442857142857143,46.8,,,,,
227,2018,3,Mt. Stirling,339,2.2857142857142856,-2.4857142857142853,2.2,,,,,
228,2018,4,Mt. Stirling,474,2.0428571428571427,-1.9,14.6,,,,,
229,2018,5,Mt. Stirling,810,0.8428571428571429,-3.8285714285714287,42.400000000000006,,,,,
230,2018,6,Mt. Stirling,1086,0.2571428571428571,-4.1,20.8,,,,,
231,2018,7,Mt. Stirling,1269,-0.0142857142857142,-3.5,35.4,,,,,
232,2018,8,Mt. Stirling,1128,1.2142857142857142,-2.657142857142857,42.6,,,,,
233,2018,9,Mt. Stirling,1719,0.7,-3.442857142857143,119.0,,,,,
234,2018,10,Mt. Stirling,1860,-0.1571428571428571,-3.142857142857143,59.6,,,,,
235,2018,11,Mt. Stirling,1452,-1.1857142857142855,-4.628571428571428,45.2,,,,,
236,2018,12,Mt. Stirling,1374,1.7714285714285716,-4.842857142857143,3.4,,,,,
237,2018,13,Mt. Stirling,913,2.4714285714285715,-2.7,26.8,,,,,
238,2018,14,Mt. Stirling,498,6.214285714285714,-0.2571428571428572,7.4,,,,,
239,2018,15,Mt. Stirling,258,1.8142857142857145,-3.442857142857143,18.2,,,,,
240,2019,1,Mt. Stirling,237,4.0285714285714285,0.5714285714285714,133.79999999999998,,,,,
241,2019,2,Mt. Stirling,81,0.4428571428571428,-3.685714285714286,21.4,,,,,
242,2019,3,Mt. Stirling,126,4.742857142857143,-0.7285714285714285,30.6,,,,,
243,2019,4,Mt. Stirling,63,2.742857142857143,-1.657142857142857,64.8,,,,,
244,2019,5,Mt. Stirling,123,0.7142857142857143,-1.8285714285714283,104.2,,,,,
245,2019,6,Mt. Stirling,318,0.8428571428571429,-3.4714285714285715,67.8,,,,,
246,2019,7,Mt. Stirling,675,2.085714285714286,-2.2857142857142856,16.8,,,,,
